,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
49,2016-02-29,2527750.8543139454,1475867.8359971878,1551781.9786409761,2527750.8543139454,2527750.8543139454,-1014181.2190842042,-1014181.2190842042,-1014181.2190842042,-1014181.2190842042,-1014181.2190842042,-1014181.2190842042,0.0,0.0,0.0,1513569.6352297412
50,2016-03-31,2532418.976042888,2179157.3445395017,2252595.397390047,2532418.976042888,2532418.976042888,-316029.04371679435,-316029.04371679435,-316029.04371679435,-316029.04371679435,-316029.04371679435,-316029.04371679435,0.0,0.0,0.0,2216389.932326094
51,2016-04-30,2536936.513199929,2610581.9610101045,2690855.0664671264,2536936.513199929,2536936.513199929,114182.96943499599,114182.96943499599,114182.96943499599,114182.96943499599,114182.96943499599,114182.96943499599,0.0,0.0,0.0,2651119.4826349253
52,2016-05-31,2541604.6349288714,2900254.3800082644,2978901.250977215,2541604.6349288714,2541604.6349288714,397047.08150057937,397047.08150057937,397047.08150057937,397047.08150057937,397047.08150057937,397047.08150057937,0.0,0.0,0.0,2938651.7164294505
53,2016-06-30,2546124.597399227,3261994.546257326,3334176.4880278166,2546124.597399227,2546124.597399227,750924.8766893144,750924.8766893144,750924.8766893144,750924.8766893144,750924.8766893144,750924.8766893144,0.0,0.0,0.0,3297049.474088541
54,2016-07-31,2550795.225285261,3613906.2403590335,3688913.383207738,2550795.225285261,2550795.225285261,1100054.9109613998,1100054.9109613998,1100054.9109613998,1100054.9109613998,1100054.9109613998,1100054.9109613998,0.0,0.0,0.0,3650850.1362466607
55,2016-08-31,2555465.853334927,3097285.835462933,3172116.8635773202,2555465.853334927,2555465.853334927,578639.6978508342,578639.6978508342,578639.6978508342,578639.6978508342,578639.6978508342,578639.6978508342,0.0,0.0,0.0,3134105.551185761
56,2016-09-30,2559985.815963636,2574277.07889964,2652361.5253985818,2559985.815963636,2559985.815963636,51792.997715456724,51792.997715456724,51792.997715456724,51792.997715456724,51792.997715456724,51792.997715456724,0.0,0.0,0.0,2611778.813679093
57,2016-10-31,2564656.444407889,2164041.2564746286,2235235.3563496955,2564656.4444078887,2564656.4444078887,-365913.34934067965,-365913.34934067965,-365913.34934067965,-365913.34934067965,-365913.34934067965,-365913.34934067965,0.0,0.0,0.0,2198743.0950672096
58,2016-11-30,2569176.4074184564,2000268.484351722,2079322.851981115,2569176.4074184564,2569176.4074184564,-530868.9762307632,-530868.9762307632,-530868.9762307632,-530868.9762307632,-530868.9762307632,-530868.9762307632,0.0,0.0,0.0,2038307.431187693
