,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
36,2015-01-31,2477601.947461471,1754296.9596827647,1828891.544826205,2477601.947461471,2477601.947461471,-685903.7383514907,-685903.7383514907,-685903.7383514907,-685903.7383514907,-685903.7383514907,-685903.7383514907,0.0,0.0,0.0,1791698.2091099801
37,2015-02-28,2481165.733291398,1396890.5992883998,1472505.0827515288,2481165.733291398,2481165.733291398,-1045096.2538879238,-1045096.2538879238,-1045096.2538879238,-1045096.2538879238,-1045096.2538879238,-1045096.2538879238,0.0,0.0,0.0,1436069.479403474
38,2015-03-31,2485111.3533173883,2151896.689250813,2227589.818143988,2485111.3533173883,2485111.3533173883,-296003.28112735983,-296003.28112735983,-296003.28112735983,-296003.28112735983,-296003.28112735983,-296003.28112735983,0.0,0.0,0.0,2189108.0721900286
39,2015-04-30,2488929.695277971,2526071.2455634647,2600253.066346718,2488929.695277971,2488929.695277971,71852.342348256,71852.342348256,71852.342348256,71852.342348256,71852.342348256,71852.342348256,0.0,0.0,0.0,2560782.0376262274
40,2015-05-31,2492875.3153039073,2892987.3959606686,2968610.2316765655,2492875.3153039073,2492875.3153039073,438063.3303802862,438063.3303802862,438063.3303802862,438063.3303802862,438063.3303802862,438063.3303802862,0.0,0.0,0.0,2930938.6456841934
41,2015-06-30,2496693.6573150023,3177563.8943071864,3252332.054006969,2496693.6573150023,2496693.6573150023,717968.373051319,717968.373051319,717968.373051319,717968.373051319,717968.373051319,717968.373051319,0.0,0.0,0.0,3214662.030366321
42,2015-07-31,2500639.2773931343,3598025.817121178,3670597.226150331,2500639.2773931343,2500639.2773931343,1133863.0183186901,1133863.0183186901,1133863.0183186901,1133863.0183186901,1133863.0183186901,1133863.0183186901,0.0,0.0,0.0,3634502.2957118247
43,2015-08-31,2504584.897471266,3024188.638438453,3098077.2718288014,2504584.897471266,2504584.897471266,555317.3379096359,555317.3379096359,555317.3379096359,555317.3379096359,555317.3379096359,555317.3379096359,0.0,0.0,0.0,3059902.235380902
44,2015-09-30,2508403.239404955,2511777.347267997,2586405.6428593523,2508403.239404955,2508403.239404955,40817.061307593816,40817.061307593816,40817.061307593816,40817.061307593816,40817.061307593816,40817.061307593816,0.0,0.0,0.0,2549220.3007125487
45,2015-10-31,2512348.8594031,2127147.835284756,2201524.1663280944,2512348.8594031,2512348.8594031,-349542.33169769484,-349542.33169769484,-349542.33169769484,-349542.33169769484,-349542.33169769484,-349542.33169769484,0.0,0.0,0.0,2162806.527705405
46,2015-11-30,2516167.2013197937,1984298.9912528775,2060479.355428785,2516167.2013197937,2516167.2013197937,-495385.3300416216,-495385.3300416216,-495385.3300416216,-495385.3300416216,-495385.3300416216,-495385.3300416216,0.0,0.0,0.0,2020781.8712781721
47,2015-12-31,2520112.8213003767,2324155.66264603,2399654.6899767364,2520112.8213003767,2520112.8213003767,-158226.92436083974,-158226.92436083974,-158226.92436083974,-158226.92436083974,-158226.92436083974,-158226.92436083974,0.0,0.0,0.0,2361885.896939537
